API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVRegion,ENVBasin,ENVPlay,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,ENVFracJobType,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,Proppant_LBS,TotalFluidPumped_BBL,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProdDate,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,FirstProdYear
42-173-38770,4217338770,42-173-38770-00,4.21734E+11,42-173-38770-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38769,1,POWELL 1582CP 2H,US,TX,GLASSCOCK,58903,POWELL 1582CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/10/1,31.920937,-101.644233,31.947334,-101.652863,9796,19442,8,SPRABERRY,T&P RR CO,35,319,,15,3S,,,POWELL 1582CP 2H,2022,2022-Q4,Oct-22,2590,ACTUAL,2563,ACTUAL,ACTUAL,2022/6/1,2022/5/26,2022/7/16,2022/8/2,2022/8/2,2022/10/18,LINEAR GEL HC,9938,19269,9331,9387,,541930,2022/11/13,,821,88,4927,707,76,685,73,1183,127,,,,PUMPING,43,,49253,5278,55341,5931,295515,31670,40029,4290,129273,80169,8592,113853,12202,481011,51550,61193,6558,191778,105079,11261,169443,18159,630477,67568,76839,8235,234495,125518,13452,218918,23461,753110,80711,89032,9542,265342,,,,,,,,,,,2022/12/1,3,22872,2451,32458,3479,137230,14707,17462,1871,58480,206559,22137,430800,46169,1239354,132821,134759,14442,356686,31,2025/4/1,1526,4619,2335,43464,114941,24307,43352,65,3197,2022
42-173-38771,4217338771,42-173-38771-00,4.21734E+11,42-173-38771-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38771,1,POWELL 1584CP 3H,US,TX,GLASSCOCK,59124,POWELL 1584CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/10/1,31.921883,-101.640075,31.947846,-101.650191,9702,19518,8,SPRABERRY,T&P RR CO,35,319,,15,3S,,,POWELL 1584CP 3H,2022,2022-Q4,Oct-22,2601,ACTUAL,2574,ACTUAL,ACTUAL,2022/6/1,2022/5/26,2022/7/16,2022/8/16,2022/8/16,2022/10/20,SLICKWATER HC,10075,19393,9318,9349,17496698,539859,2022/11/2,,1027,110,6159,880,94,879,94,1557,167,,,,PUMPING,43,,52766,5663,56599,6074,316597,33977,43333,4650,139611,94341,10125,128408,13781,566048,60748,72940,7828,232127,123300,13232,181652,19495,739802,79395,93025,9983,292585,146372,15708,228538,24527,878230,94251,108282,11621,336799,,,,,,,,,,,2022/11/1,2,23702,2544,27722,2975,142211,15262,19872,2133,64910,239791,25734,422265,45317,1438749,154405,169414,18181,493788,31,2025/4/1,3468,8859,7832,49832,101615,32896,79989,71,2493,2022
42-173-38772,4217338772,42-173-38772-00,4.21734E+11,42-173-38772-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38771,1,POWELL 1586CP 4H,US,TX,GLASSCOCK,59106,POWELL 1586CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/10/1,31.921906,-101.63995,31.948509,-101.647602,9804,19744,8,SPRABERRY,T&P RR CO,35,319,,15,3S,,,POWELL 1586CP 4H,2022,2022-Q4,Oct-22,2601,ACTUAL,2575,ACTUAL,ACTUAL,2022/6/1,2022/5/26,2022/7/21,2022/8/27,2022/8/27,2022/10/20,SLICKWATER HC,10066,19577,9511,9666,17895620,534297,2022/11/16,,758,80,4547,646,68,671,71,1515,159,,,,PUMPING,43,,40295,4237,44536,4683,241768,25420,32872,3456,142769,77153,8112,120241,12642,462919,48672,57113,6005,236535,97557,10257,161651,16996,585341,61544,70615,7425,284600,110762,11646,187580,19722,664574,69874,79499,8359,313914,,,,,,,,,,,2022/12/1,3,20236,2128,29001,3049,121414,12766,15993,1682,67260,191674,20153,417103,43855,1150045,120917,122157,12844,424083,31,2025/4/1,1282,4980,2446,40392,119116,20539,46236,64,3414,2022
42-173-38773,4217338773,42-173-38773-00,4.21734E+11,42-173-38773-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38773,1,POWELL 1087CP 5H,US,TX,GLASSCOCK,58904,POWELL 1087CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/10/1,31.949072,-101.643041,31.93429,-101.639704,9670,14994,8,SPRABERRY,T&P RR CO,35,956,,10,3S,,,POWELL 1087CP 5H,2022,2022-Q4,Oct-22,2586,ACTUAL,2560,ACTUAL,ACTUAL,2022/6/6,2022/5/26,2022/7/21,2022/8/18,2022/8/18,2022/10/20,LINEAR GEL HC,9818,14829,5011,5053,9627189,270708,2022/11/20,,968,193,5809,853,170,691,138,1301,260,,,,PUMPING,43,,31844,6355,32771,6540,191063,38129,26382,5265,136928,52804,10538,70250,14019,316826,63226,41096,8201,199211,66789,13328,94829,18924,400733,79971,50984,10174,232302,78305,15627,117536,23456,469832,93760,58716,11717,252792,,,,,,,,,,,2022/11/1,3,13818,2758,17366,3466,82910,16546,11840,2363,66694,127593,25463,232138,46326,765556,152775,88903,17742,292253,31,2025/4/1,1252,5263,715,28025,68862,16548,14816,70,2611,2022
42-173-38774,4217338774,42-173-38774-01,4.21734E+11,42-173-38774-01-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38774,,POWELL 1089CP 6H,US,TX,GLASSCOCK,58905,POWELL 1089CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2022/10/1,31.949131,-101.642892,31.948118,-101.641252,9646,9862,8,SPRABERRY,T&P RR CO,35,956,,10,3S,,,POWELL 1089CP 6H,2022,2022-Q4,Oct-22,2586,ACTUAL,2560,ACTUAL,ACTUAL,2022/6/1,2022/5/26,2022/7/21,,2022/8/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
42-173-38774,4217338774,42-173-38774-00,4.21734E+11,42-173-38774-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38774,1,POWELL 1089CP 6H,US,TX,GLASSCOCK,58905,POWELL 1089CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/10/1,31.949131,-101.642892,31.922455,-101.633164,9776,19542,8,SPRABERRY,T&P RR CO,35,956,,10,3S,,,POWELL 1089CP 6H,2022,2022-Q4,Oct-22,2586,ACTUAL,2560,ACTUAL,ACTUAL,2022/6/1,2022/5/26,2022/7/21,2022/8/9,2022/8/9,2022/10/20,SLICKWATER HC,9868,19379,9511,9390,9627189,519777,2022/11/13,,1126,118,6754,941,99,1108,116,1154,121,,,,PUMPING,43,,61615,6478,64310,6762,369692,38870,50897,5351,133453,118646,12475,156290,16433,711878,74848,92598,9736,218622,157678,16579,221168,23254,946070,99471,120817,12703,258103,190664,20047,275907,29009,1143987,120280,144680,15212,281141,,,,,,,,,,,2022/12/1,3,29456,3097,34050,3580,176733,18582,24190,2543,61927,334907,35213,558298,58700,2009440,211275,241857,25429,312811,31,2025/4/1,3984,13359,319,84306,168790,56174,9823,72,2308,2022
42-329-45736,4232945736,42-329-45736-00,4.23295E+11,42-329-45736-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,VIBRANIUM 12LM,US,TX,MIDLAND,61698,VIBRANIUM,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/6/1,31.873958,-101.814926,31.851861,-101.806933,8010,16693,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,VIBRANIUM,2023,2023-Q2,Jun-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/6,2022/5/26,2022/7/16,2023/1/25,2023/1/25,2023/6/1,SLICKWATER HC,8470,16506,8036,8203,14701014,358249,2023/7/15,,670,83,4020,552,69,708,88,2582,321,,,,PUMPING,40,,48608,6049,56466,7027,291648,36293,39197,4878,235191,90517,11264,122400,15231,543102,67584,70117,8725,404246,122520,15246,179965,22395,735121,91478,92526,11514,517582,148910,18530,228834,28476,893460,111182,110771,13784,602979,,,,,,,,,,,2023/7/1,2,20278,2523,24797,3086,121666,15140,16481,2051,96088,213050,26512,352218,43830,1278300,159072,154347,19207,777674,22,2025/3/1,3458,14459,12180,81099,155292,55217,228419,72,2282,2023
42-329-45743,4232945743,42-329-45743-00,4.23295E+11,42-329-45743-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,VIBRANIUM E 13LM,US,TX,MIDLAND,61699,VIBRANIUM E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/6/1,31.873808,-101.814614,31.85114,-101.809445,8016,16637,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,VIBRANIUM E,2023,2023-Q2,Jun-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/6,2022/5/26,2022/7/16,2023/1/15,2023/1/18,2023/6/2,SLICKWATER HC,8381,16459,8078,8243,14777872,368237,2023/7/14,,563,70,3377,451,56,671,83,2932,363,,,,PUMPING,40,,60457,7484,72230,8942,362743,44905,48419,5994,313966,103589,12824,150211,18595,621537,76942,78554,9724,505768,136213,16862,219645,27191,817280,101174,99606,12331,636945,162920,20168,281612,34862,977522,121010,115985,14358,736859,,,,,,,,,,,2023/6/1,1,22526,2789,29622,3667,135158,16732,19403,2402,126141,232141,28737,456167,56470,1392846,172425,156113,19326,970972,22,2025/3/1,3836,24942,21645,86181,214515,50429,296702,67,2922,2023
42-329-45744,4232945744,42-329-45744-00,4.23295E+11,42-329-45744-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,VIBRANIUM E 15LM,US,TX,MIDLAND,61699,VIBRANIUM E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/7/1,31.873767,-101.8148,31.850758,-101.81113,8017,16949,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,VIBRANIUM E,2023,2023-Q3,Jul-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/6,2022/5/26,2022/7/15,2022/12/22,2022/12/22,2023/6/3,SLICKWATER HC,8319,16772,8453,8460,15600502,386438,2023/7/7,,451,53,2707,356,42,571,68,3238,383,,,,PUMPING,40,,35855,4242,47760,5650,215128,25450,27895,3300,253763,61504,7276,92985,11000,369027,43656,46007,5443,418600,80019,9466,133943,15846,480117,56798,57696,6825,525023,94215,11146,169200,20017,565288,66874,66015,7810,600799,,,,,,,,,,,2023/8/1,2,13323,1576,17954,2124,79939,9457,10331,1222,93982,126202,14930,264423,31282,757214,89579,82132,9716,747722,21,2025/3/1,1517,15193,13836,46183,130480,24436,222698,65,3219,2023
42-329-45745,4232945745,42-329-45745-01,4.23295E+11,42-329-45745-01-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,,MITHRIL E 16LM,US,TX,MIDLAND,60744,MITHRIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,HORIZONTAL,TREND AREA,2023/6/1,31.873745,-101.814894,31.887621,-101.822868,8029,13791,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,MITHRIL E,2023,2023-Q2,Jun-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/1,2022/5/26,2022/7/18,,2022/12/11,,,,,,5484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
42-329-45745,4232945745,42-329-45745-00,4.23295E+11,42-329-45745-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,MITHRIL E 16LM,US,TX,MIDLAND,60744,MITHRIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/6/1,31.873745,-101.814894,31.899455,-101.826694,8076,18260,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,MITHRIL E,2023,2023-Q2,Jun-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/1,2022/5/26,2022/7/18,2022/12/11,2022/12/11,2023/5/25,SLICKWATER HC,8245,18080,9835,9953,18088989,449011,2023/7/19,,769,78,4612,638,65,784,80,2755,280,,,,PUMPING,39,,64028,6510,84199,8561,384169,39061,49995,5083,263367,113871,11578,174936,17787,683226,69469,84715,8614,449110,151284,15382,252915,25716,907701,92293,109131,11096,575287,184880,18798,331196,33675,1109282,112789,129681,13186,677920,,,,,,,,,,,2023/6/1,1,21799,2217,32777,3333,130796,13299,18161,1847,91618,273532,27812,564055,57352,1641193,166873,179523,18253,909758,22,2025/3/1,4035,24818,17756,109813,282772,62684,295563,66,3142,2023
42-329-45746,4232945746,42-329-45746-00,4.23295E+11,42-329-45746-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,MITHRIL 11LM,US,TX,MIDLAND,60012,MITHRIL,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/6/1,31.87385,-101.814428,31.900594,-101.821467,8043,18247,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,MITHRIL,2023,2023-Q2,Jun-23,2617,ACTUAL,2592,ACTUAL,ACTUAL,2022/6/30,2022/5/26,2022/7/15,2023/5/2,2023/2/21,2023/5/26,SLICKWATER HC,8425,18071,9646,9851,17766053,441706,2023/7/9,,1175,122,7050,893,93,1692,175,1910,198,,,,PUMPING,39,,84913,8803,113906,11809,509480,52818,65929,6835,186277,145410,15075,227681,23604,872459,90448,107463,11141,299384,189684,19664,318519,33021,1138101,117987,136597,14161,373863,226357,23466,402090,41685,1358142,140798,159342,16519,428471,,,,,,,,,,,2023/7/1,2,32578,3377,44686,4633,195466,20264,25130,2605,72471,320146,33189,634857,65816,1920873,199137,214336,22220,544494,22,2025/3/1,4576,24115,8715,117083,286699,69300,149972,67,2962,2023
42-329-45747,4232945747,42-329-45747-00,4.23295E+11,42-329-45747-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45744,1,MITHRIL C 14LM,US,TX,MIDLAND,60933,MITHRIL C,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/6/1,31.873786,-101.814708,31.900105,-101.82347,8011,18203,8,SPRABERRY,T&P RR CO,37,481,,23,3S,,,MITHRIL C,2023,2023-Q2,Jun-23,2618,ACTUAL,2593,ACTUAL,ACTUAL,2022/7/1,2022/5/26,2022/7/17,2023/1/4,2023/1/4,2023/5/8,SLICKWATER HC,8232,18023,9791,9808,18064919,442851,2023/7/3,,1108,113,6645,869,89,1431,146,2553,261,,,,PUMPING,39,,81256,8299,107390,10968,487538,49795,63358,6471,174178,140993,14400,218329,22299,845959,86402,104605,10684,335682,181473,18535,305696,31222,1088840,111208,130524,13331,435691,216008,22062,389008,39731,1296046,132371,151173,15440,514217,,,,,,,,,,,2023/7/1,2,31333,3200,42929,4385,187997,19201,24178,2469,95987,302331,30878,623647,63696,1813987,185271,198390,20262,688397,22,2025/3/1,3973,34248,14322,108357,288712,60238,223566,66,3144,2023
42-317-44414,4231744414,42-317-44414-01,4.23174E+11,42-317-44414-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44414,,JOHNSON RANCH 1492OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,HORIZONTAL,BARNETT SHALE,2022/12/1,32.153976,-102.128261,32.174786,-102.137491,11695,19560,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2918,ACTUAL,2891,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/7/8,,2022/9/11,,,,,,7594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
42-317-44414,4231744414,42-317-44414-00,4.23174E+11,42-317-44414-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44414,1,JOHNSON RANCH 1492OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,BARNETT SHALE,2022/12/1,32.153976,-102.128261,32.1823,-102.139908,11796,22400,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2918,ACTUAL,2891,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/7/8,2022/9/11,2022/9/11,2022/12/1,LINEAR GEL HC,12030,22201,10171,10434,20426310,557522,2023/1/24,,1469,144,8813,1033,102,2615,257,1414,139,1112,,,GAS LIFT,43,,55953,5501,98864,9720,335720,33008,39476,3881,103433,106432,10464,196073,19278,638592,62786,73753,7251,169708,138947,13661,267509,26301,833684,81967,94363,9278,206222,163035,16029,319289,31392,978209,96176,109820,10797,231204,,,,,,,,,,,2023/1/1,2,29945,2944,54432,5352,179670,17665,20873,2052,53673,260738,25635,537507,52847,1564430,153813,171154,16828,308286,29,2025/4/1,2724,9318,2569,59393,134515,36974,42073,66,3140,2022
42-317-44415,4231744415,42-317-44415-00,4.23174E+11,42-317-44415-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44414,1,JOHNSON RANCH 1494OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,BARNETT SHALE,2022/12/1,32.154043,-102.127981,32.183397,-102.135229,11788,22746,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2916,ACTUAL,2890,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/7/9,2022/8/11,2022/8/11,2022/12/3,LINEAR GEL HC,12402,22573,10171,10781,20505917,568419,2023/1/31,,1593,157,9560,1190,117,2420,238,1142,112,743,,,GAS LIFT,43,,81204,7984,208992,20548,487224,47903,46372,4559,74078,157184,15454,432737,42546,943107,92725,85062,8363,129959,196526,19322,541155,53206,1179155,115933,106333,10455,161117,222645,21890,607109,59690,1335869,131341,121460,11942,183589,,,,,,,,,,,2023/3/1,4,35904,3530,114830,11290,215426,21180,20059,1972,38723,303131,29803,779458,76635,1818788,178821,173222,17031,263492,29,2025/4/1,1951,4100,3147,44254,88570,29493,46224,57,4500,2022
42-317-44416,4231744416,42-317-44416-01,4.23174E+11,42-317-44416-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44416,,JOHNSON RANCH 1496OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,BARNETT SHALE,2022/12/1,32.154915,-102.118714,32.156097,-102.120352,11507,11724,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2910,ACTUAL,2884,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/9/14,,2022/11/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
42-317-44416,4231744416,42-317-44416-00,4.23174E+11,42-317-44416-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44416,1,JOHNSON RANCH 1496OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,BARNETT SHALE,2022/12/1,32.154915,-102.118714,32.184513,-102.130354,11787,22548,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2910,ACTUAL,2884,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/9/14,2022/11/4,2022/11/4,2022/12/4,LINEAR GEL HC,12063,22369,10306,10672,21317918,554572,2023/2/1,,1437,139,8622,1110,108,1962,190,1002,97,815,,,GAS LIFT,43,,72833,7067,128400,12459,436998,42402,51433,4991,70010,136266,13222,290324,28170,817597,79332,87879,8527,121201,175620,17041,397698,38589,1053719,102243,109337,10609,151382,202027,19603,464898,45109,1212161,117617,124544,12085,172799,,,,,,,,,,,2023/1/1,2,31465,3053,56869,5518,188791,18319,21987,2133,30845,285065,27660,653816,63440,1710389,165960,176095,17087,245673,29,2025/4/1,1922,4964,2729,45959,100179,29263,41428,62,3713,2022
